자치구,대여소명,기준년월,대여건수,반납건수,이용합계
강남구,3642. LH강남힐스테이트아파트,202301,328,100,428
강남구,3643. 더시그넘하우스 앞,202301,210,200,410
강남구,3644. 상록수아파트,202301,244,115,359
강남구,3646. 선정릉역 4번 출구,202301,135,128,263
강남구,3647. 구룡역 1번 출구,202301,153,135,288
강남구,3648. 구룡역 4번 출구,202301,45,51,96
강남구,3649. 구룡역 5번 출구,202301,126,138,264
강남구,3651. 개포동역 4번출구,202301,334,351,685
강남구,4901.KT&G타워 옆(상상마당 대치아트홀),202301,296,177,473
강남구,4902. 구역삼세무서 교차로,202301,434,443,877
강남구,4903. 신사스퀘어,202301,107,122,229
강남구,4905. 강남경찰서,202301,538,487,1025
강남구,4906. 섬유센터 앞,202301,616,647,1263
강남구,4907. 극동스포츠 앞,202301,184,141,325
강남구,4908. SB타워 앞,202301,129,127,256
강남구,4909. 노보텔 앰배서더 앞,202301,98,58,156
강남구,4911. 도곡동 골프 로데오거리,202301,218,248,466
강남구,4913. 레베쌍트 빌딩 앞,202301,115,175,290
강남구,4914. 도심공항타워 앞,202301,263,323,586
강남구,4915. 영동중앙교회 버스정류장,202301,120,119,239
강남구,4916. 청담역 1번출구,202301,66,65,131
강남구,4917. 일원에코파크 주차장,202301,171,169,340
강남구,4918. 매봉역 1번출구,202301,263,263,526
강남구,4919. 학여울역사거리(은마아파트),202301,110,108,218
강남구,4923.수협대치동지점,202301,74,62,136
강남구,4924.논현동가구거리,202301,10,9,19
강동구,1001. 광진교 남단 사거리(천호공원 방면),202301,673,668,1341
강동구,1002. 해공공원(천호동),202301,899,904,1803
강동구,1003. 해공도서관앞,202301,498,493,991
강동구,1004. 삼성광나루아파트 버스정류장,202301,556,736,1292
강동구,1006. 롯데캐슬 115동앞,202301,103,100,203
강동구,1007.암사동 선사유적지,202301,55,68,123
강동구,1008. 암사역 3번출구(국민은행앞),202301,"1,451","1,674",3125
강동구,1009. 천호역4번출구(현대백화점),202301,"2,207","2,201",4408
강동구,1010. 강동세무서,202301,"1,377","1,370",2747
강동구,1011. LIGA 아파트 앞,202301,"1,543","1,541",3084
강동구,1012. 서울 상운차량,202301,692,656,1348
강동구,1013. 강동구청역 1번 출입구,202301,"1,171","1,172",2343
강동구,1015. 샛마을 근린공원,202301,328,315,643
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,202301,337,329,666
강동구,1017. 둔촌고교입구 교차로(길동주민센터 방면),202301,825,822,1647
강동구,1018. 둔촌 주공 GS 맞은편,202301,299,282,581
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),202301,"1,945","2,012",3957
강동구,1020. 강동경찰서,202301,"2,160","2,363",4523
강동구,1021. 강일동 리슈빌 빌딩앞,202301,718,850,1568
강동구,1022. 길동 사거리(초소앞),202301,823,799,1622
강동구,1023. 한국종합기술사옥 앞,202301,943,945,1888
강동구,1024.  강동구청 앞,202301,"1,640","1,686",3326
강동구,1025. 상일초등학교,202301,336,330,666
강동구,1026. 대명초교 입구 교차로,202301,233,224,457
강동구,1027. 프라자 아파트 앞,202301,524,512,1036
강동구,1028. 포레스 주상복합 빌딩,202301,818,812,1630
강동구,1029. 성내어울터,202301,"1,210","1,240",2450
강동구,1030. 미호 플랜트 앞,202301,617,611,1228
강동구,1031. 올림픽로 836(아리수로),202301,191,251,442
강동구,1032. 선사고등학교,202301,266,227,493
강동구,1033. 고덕동 아남아파트,202301,385,317,702
강동구,1034. 고덕동 래미안 힐스테이트,202301,112,85,197
강동구,1035. 고덕역 4번출구,202301,744,511,1255
강동구,1036. 고덕동 주양쇼핑,202301,490,492,982
강동구,1037. 강일리버파크 6단지,202301,127,131,258
강동구,1038. 강일 다솜 어린이 공원,202301,111,148,259
강동구,1039. 고덕초등학교,202301,88,93,181
강동구,1041. 묘곡초등학교,202301,218,219,437
강동구,1042. 강일리버파크 2~5단지,202301,277,281,558
강동구,1044. 굽은다리역,202301,"1,746","1,804",3550
강동구,1047. 강동 한신휴플러스,202301,"1,031","1,064",2095
강동구,1048. 둔촌어린이공원,202301,"1,013","1,014",2027
강동구,1049. 강일리버파크 10단지,202301,297,296,593
강동구,1050.  둔촌역 3번 출입구,202301,"2,295","2,334",4629
강동구,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",202301,505,508,1013
강동구,1052. 리싸이클시티,202301,41,41,82
강동구,1053. 동명근린공원 진입로 (아리수로),202301,190,175,365
강동구,1054. 말우물 어린이 공원,202301,136,153,289
강동구,1056. 강일리버파크 7~11단지,202301,202,260,462
강동구,1057. 능골근린공원,202301,317,294,611
강동구,1058. 고덕숲 아이파크 1,202301,108,87,195
강동구,1059. 래미안 강동팰리스(102동),202301,686,493,1179
강동구,1060. 천일초교 사거리,202301,410,410,820
강동구,1061. 천호초교 입구 사거리(일주빌딩),202301,464,456,920
강동구,1062. 고덕숲 아이파크 2,202301,91,78,169
강동구,1063.강동롯데캐슬퍼스트 아파트(관리동),202301,351,337,688
강동구,1064.중앙보훈병원역 1번출구,202301,129,122,251
강동구,1065.보훈병원 후문옆(더 원커피),202301,209,171,380
강동구,1066.생태공원앞 교차로(조명탑),202301,64,40,104
강동구,1067.한영중고앞사거리,202301,176,163,339
강동구,1068.명일파출소,202301,350,317,667
강동구,1069.강동경희대학교병원 입구,202301,126,126,252
강동구,1070.(시립)고덕평생학습관,202301,288,289,577
강동구,1071.명일근린공원공동체텃밭,202301,114,114,228
강동구,1072.고덕역 5번출구,202301,413,391,804
강동구,1073. SSTS 몰 앞,202301,427,450,877
강동구,1074.대명초교입구 사거리,202301,656,655,1311
강동구,1075.천동초교 삼거리,202301,779,781,1560
강동구,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),202301,863,894,1757
강동구,1077.강동역 1번출구 앞,202301,848,804,1652
강동구,1078.둔촌사거리,202301,"1,232","1,348",2580
강동구,1079.강일동입구교차로,202301,146,113,259
강동구,1080.엘웨딩,202301,512,511,1023
강동구,1081.트레빌빌딩,202301,581,509,1090
강동구,1082.중앙보훈병원역3번출구,202301,65,53,118
강동구,1083.광문고교사거리(아이파크),202301,232,222,454
강동구,1084. 윤선생빌딩(JYP사옥),202301,"1,550","1,883",3433
강동구,1085.래미안 솔베뉴(고덕로),202301,489,328,817
강동구,1086.래미안 솔베뉴(구천면로),202301,279,264,543
강동구,1088.풍납사거리(강동),202301,709,715,1424
강동구,1089.고덕 래미안힐스테이트(201동),202301,56,55,111
강동구,1090.상일동역 2번출구 앞,202301,872,871,1743
강동구,3539. 서원마을,202301,95,76,171
강동구,3652. 한영외국어고등학교,202301,45,45,90
강동구,3653. 강동리버스트4단지아파트 404동 앞,202301,181,199,380
강동구,3654. 강동리버스트4단지아파트 405동 앞,202301,175,202,377
강동구,3655. 둔촌신성미소지움아파트,202301,294,211,505
강동구,3656. 둔촌푸르지오아파트,202301,635,634,1269
강동구,3657. 서울천호동우체국,202301,924,930,1854
강동구,3658. 프라이어팰리스아파트,202301,320,327,647
강동구,3659. 명일초등학교 옆,202301,84,86,170
강동구,3661. 명일동신동아아파트 앞,202301,157,156,313
강동구,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),202301,114,95,209
강동구,3664. 맥도날드 서울둔촌DT점 앞,202301,"1,116","1,122",2238
강동구,3665. 고덕센트럴 아이파크상가 앞,202301,246,242,488
강동구,3668. 성내삼성아파트,202301,"1,764","1,807",3571
강동구,3671. 둔촌동역교차로,202301,"1,063","1,053",2116
강동구,3672. 고덕중학교 후문,202301,127,130,257
강동구,3673. 강동리버스트6단지,202301,243,249,492
강동구,3674. 강동리버스트7단지,202301,204,243,447
강동구,3675. 강동리버스트8단지,202301,252,289,541
강동구,3676. 강동리엔파크9단지,202301,267,258,525
강동구,3677. 강동구음식물재활용센터,202301,4,5,9
강동구,3680. 강동역3번출구,202301,"1,659","1,657",3316
강동구,3681. 길동 마루빌딩,202301,"1,837","1,884",3721
강동구,3682. 길동 동호빌딩,202301,253,261,514
강동구,3683. KT&G강동지사,202301,569,614,1183
강동구,3684. 고덕자이(105동 앞),202301,467,484,951
강동구,3685. 강동리엔파크14단지(1401동 앞),202301,462,481,943
강동구,3686. 고덕 래미안 힐스테이트(101동),202301,184,180,364
강동구,3688. 상일동산(동아아파트앞 교차로),202301,118,115,233
강동구,3689. 강일역 3번출구,202301,411,357,768
강동구,3690. 강일역 4번출구,202301,155,113,268
강동구,3691. 둔촌역 2번출구,202301,368,370,738
강동구,3692. 둔촌오륜역 1번 출구,202301,137,71,208
강동구,3694. 강동리엔파크 13단지(1303동 앞),202301,429,441,870
강동구,3698. 명일역 3번출구 옆,202301,681,676,1357
강동구,3699. 상일파출소 옆,202301,563,556,1119
강동구,3700. 강변그대가리버뷰 입구 맞은편,202301,372,382,754
강동구,3701. 방아삼거리,202301,58,53,111
강동구,4951. 강동농협 버스정류소 앞(광채빌라),202301,319,321,640
강동구,4952.천호시장 버스정류소 옆,202301,31,28,59
강북구,"1501. 미아역 3번,4번 출구 사이",202301,628,688,1316
강북구,1503. 강북구청사거리(수유역 8번출구),202301,"1,212","1,327",2539
강북구,1504. 삼양시장오거리,202301,152,130,282
강북구,1506. 강북문화예술회관,202301,632,584,1216
강북구,1509. 서울북부수도사업소,202301,378,388,766
강북구,1510. 번동주공5단지 관리사무소 앞,202301,120,133,253
강북구,1511. 번동 금호어울림아파트102동앞,202301,194,201,395
강북구,1512. 강북중학교 앞,202301,734,747,1481
강북구,1513. 강북구청 뒷편,202301,156,161,317
강북구,1514. 강북구청 사거리 버스정류소 앞,202301,498,479,977
강북구,1515. 송천동 주민센터,202301,306,256,562
강북구,1516. 우이초등학교 후문 옆,202301,341,303,644
강북구,1518. 수유2동은행빌딩 앞,202301,410,397,807
강북구,1519. 장미원시장 건너편,202301,353,318,671
강북구,1520. 수유중앙시장,202301,466,594,1060
강북구,1525. 미아동 복합청사,202301,231,233,464
강북구,1526. 강북종합시장 앞,202301,402,380,782
강북구,1527. 미아역 1번 출구 뒤,202301,347,364,711
강북구,1528. 삼각산동 주민센터,202301,314,95,409
강북구,1529. 미아동 한국전력공사,202301,739,758,1497
강북구,1530. 광산사거리,202301,736,759,1495
강북구,1531. 미아사거리 1번 출구,202301,"1,097","1,363",2460
강북구,1532. 번3동 주민센터 교차로,202301,401,455,856
강북구,"1533. 번동 주공3, 4단지 교차로",202301,480,572,1052
강북구,1535. 효성인텔리안 앞,202301,685,838,1523
강북구,1536. 번동 두산위브 101동 옆,202301,342,323,665
강북구,1537. 북한산 우이역,202301,138,125,263
강북구,1538. 솔밭공원역,202301,169,163,332
강북구,1539. 4.19민주묘지역,202301,257,310,567
강북구,1540. 가오리역,202301,636,616,1252
강북구,1541. 삼양역,202301,149,70,219
강북구,1542. 삼양사거리역,202301,229,191,420
강북구,1543. 수유1동 주민센터,202301,306,241,547
강북구,1546. 송천동우체국,202301,168,265,433
강북구,1547. 꿈의숲 롯데캐슬,202301,197,108,305
강북구,1548. 북서울 꿈의숲 서문,202301,238,84,322
강북구,1550.삼각산아이원아파트(105동 옆),202301,70,4,74
강북구,1551.4.19탑 앞,202301,232,202,434
강북구,1552. 강북구청사거리,202301,784,799,1583
강북구,1553.서울북부고용노동지청,202301,310,299,609
강북구,1554.번동사거리,202301,312,292,604
강북구,1557.신창교,202301,356,404,760
강북구,1558.강북문화정보도서관,202301,156,136,292
강북구,1560. 도봉세무서 앞,202301,370,366,736
강북구,1564.4.19민주묘지역 1번출구,202301,275,297,572
강북구,1565.수유사거리,202301,536,565,1101
강북구,1568.4.19민주묘지 입구사거리,202301,373,361,734
강북구,1569.수유역2번출구,202301,"1,509","1,500",3009
강북구,1571.북서울 꿈의 숲 입구,202301,159,125,284
강북구,1572. 우이동 먹거리마을,202301,65,36,101
강북구,1573.현대성우아파트 옆,202301,243,186,429
강북구,1574.송중초등학교 옆,202301,272,289,561
강북구,1715. 서울특별시교육청도봉도서관,202301,453,412,865
강북구,1757.솔밭공원역 1번출구 앞,202301,226,153,379
강북구,1758.솔밭공원역 1번출구 주변,202301,290,262,552
강북구,3703. 삼양입구사거리,202301,133,145,278
강북구,3707. 드래곤타워 앞,202301,463,415,878
강북구,3711. 월계2교 교차로,202301,261,280,541
강북구,3714. 송천센트레빌,202301,146,77,223
강북구,3718. 번동3단지 버스정류장,202301,471,561,1032
강북구,3720. 우이천 창번교,202301,213,280,493
강북구,3724. 삼양동주민센터 앞,202301,111,47,158
강북구,3725. 강북 청소년 문화정보도서관 앞,202301,101,93,194
강서구,1101. 개화동상사마을종점 버스정류장,202301,177,179,356
강서구,1102. 방화사거리 마을버스 버스정류장,202301,"1,179","1,194",2373
강서구,1103. 방화역 4번출구앞,202301,"1,235","1,266",2501
강서구,1105. 방화근린공원,202301,116,92,208
강서구,1106. 신방화사거리,202301,"1,730","1,758",3488
강서구,1108. 공항시장역 2번출구 뒤,202301,673,661,1334
강서구,1109. 공항시장역 4번출구,202301,502,529,1031
강서구,1110. 공항중학교앞,202301,657,660,1317
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202301,"1,017",983,2000
강서구,1112. 마곡엠밸리4단지 정문,202301,"2,287","2,294",4581
강서구,1113. 서남환경공원 버스정류장,202301,"1,124","1,039",2163
강서구,1117. 등촌5단지아파트 버스정류장,202301,"2,021","2,059",4080
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202301,"1,391","1,455",2846
강서구,1119. 염창동 한마음아파트 앞,202301,842,800,1642
강서구,1120. 대림경동아파트앞,202301,"1,059","1,000",2059
강서구,1121. 가양레포츠센터 앞,202301,631,653,1284
강서구,1122. 황금내근린공원,202301,643,690,1333
강서구,1124. 발산역 6번 출구 뒤,202301,"2,950","3,015",5965
강서구,1125. 명덕고교입구(영종빌딩),202301,"2,171","2,450",4621
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202301,"1,234",633,1867
강서구,1127. 화곡역 버스정류장,202301,"1,077","1,081",2158
강서구,1128. 화곡역 6번출구,202301,962,968,1930
강서구,1129. 화곡역 1번 출구 앞,202301,"1,104","1,116",2220
강서구,1130. 화곡본동시장 버스정류장,202301,334,264,598
강서구,1132. 등촌역 7번출구,202301,"1,037","1,090",2127
강서구,1135. 강서구의회,202301,"1,161",911,2072
강서구,1136. 등촌2파출소,202301,603,258,861
강서구,1137. 등촌2동주민센터,202301,220,144,364
강서구,1139. 용문사 버스정류장,202301,639,657,1296
강서구,1140. 목동사거리 버스정류장,202301,"1,129","1,159",2288
강서구,1141. 곰달래 문화복지센터 A,202301,730,860,1590
강서구,1145. 곰달래 문화복지센터 B,202301,322,377,699
강서구,1148. 볏골공원,202301,688,640,1328
강서구,1149. 신방화역환승주차장,202301,"2,086","2,074",4160
강서구,1150. 송정역 1번출구,202301,"1,256","1,314",2570
강서구,1151. 마곡역1번출구,202301,"1,726","1,614",3340
강서구,1152. 마곡역교차로,202301,"2,556","2,515",5071
강서구,"1153. 발산역 1번, 9번 인근 대여소",202301,"4,263","4,515",8778
강서구,1155. 기쁜우리복지관,202301,831,859,1690
강서구,1157. 강서구청,202301,"1,297","1,413",2710
강서구,1158. 가양역 8번출구,202301,"2,273","2,309",4582
강서구,1159. 서서울모터리움 앞,202301,373,361,734
강서구,1160. 양천향교역 7번출구앞,202301,"2,438","2,491",4929
강서구,1161. 강서면허시험장 앞,202301,253,183,436
강서구,1162. 공항초등학교건너편,202301,"1,539","1,568",3107
강서구,1163. 방화동강서기동대앞,202301,"1,604","1,684",3288
강서구,1165. 마곡중학교 후문,202301,670,554,1224
강서구,1166. 강서구립등빛도서관,202301,"2,451","2,464",4915
강서구,1167. 마곡수명산파크3단지 교차로,202301,"2,021","1,980",4001
강서구,1168. 마곡엠밸리10단지 앞,202301,"1,603","1,532",3135
강서구,1169. 염창역 1번 출구,202301,"1,142","1,197",2339
강서구,1170. 강서구보건소,202301,596,296,892
강서구,1171. 염창동 새마을금고 건너편,202301,499,532,1031
강서구,1172. 가양3동 주민센터,202301,845,"1,004",1849
강서구,1173. 강서구청사거리(SH타워),202301,"1,674","1,486",3160
강서구,1174. 강서구청사거리(부민병원),202301,730,735,1465
강서구,1175. 대한항공 인력개발센터,202301,882,626,1508
강서구,1177. 수명중?고교,202301,831,790,1621
강서구,1178. 개화산역 2번 출구,202301,381,378,759
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202301,"1,558","1,580",3138
강서구,1181. 농수산식품공사 (강서지사),202301,159,231,390
강서구,1182. KBS 스포츠월드,202301,"1,616","1,609",3225
강서구,1183. KC 대학교,202301,241,182,423
강서구,1184. 마곡13단지,202301,"1,965","1,988",3953
강서구,1185. 등촌9단지,202301,605,620,1225
강서구,1186. 송정중학교,202301,605,673,1278
강서구,1187. 강서수산물도매시장,202301,607,646,1253
강서구,1188. 롯데중앙연구소,202301,268,276,544
강서구,1190. 마곡역 교차로(2번출구),202301,"1,114","1,097",2211
강서구,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",202301,"1,640","1,564",3204
강서구,1192. 마곡수명산파크 209동 건너편,202301,"1,259","1,123",2382
강서구,1193. 마곡센트럴타워 1차,202301,"1,712","1,815",3527
강서구,1194. 센서텍㈜,202301,"1,062","1,225",2287
강서구,1195. 코오롱One&Only타워,202301,"1,702","1,875",3577
강서구,1196. 서울식물원(문화센터) 건너편,202301,147,92,239
강서구,1197. 엠펠리체 호텔 건너편,202301,"1,280","1,276",2556
강서구,1198. LG 사이언스파크,202301,613,447,1060
강서구,1199. 우장산역 3번출구,202301,961,643,1604
강서구,1200. 개화광역환승센터,202301,87,104,191
강서구,2701. 마곡나루역 5번출구 뒤편,202301,"5,514","5,471",10985
강서구,2702. 마곡 엠밸리2단지,202301,800,804,1604
강서구,2703.서울도시가스 앞 ,202301,474,361,835
강서구,2704.홈플러스(강서점),202301,"1,439","1,459",2898
강서구,2706.강서공업고등학교 앞,202301,457,463,920
강서구,2707.한강아파트,202301,772,741,1513
강서구,2708.강서한강자이타워 앞,202301,"1,824","1,881",3705
강서구,2709.강변아파트 310동 앞,202301,425,434,859
강서구,2710.라이품 공영주차장 앞,202301,566,457,1023
강서구,2711.가로공원공영주차장 1번 출구,202301,772,887,1659
강서구,2712.화곡터널입구교차로,202301,576,167,743
강서구,2713.우장초등학교 앞,202301,"1,054","1,092",2146
강서구,2715.마곡나루역 2번 출구 ,202301,"7,180","7,175",14355
강서구,2716.롯데 R&D 센터,202301,340,363,703
강서구,2717.LG유플러스 마곡사옥,202301,"2,161","2,499",4660
강서구,2718.마곡수명산파크1단지,202301,948,939,1887
강서구,2719.마곡문화공원,202301,"1,850","2,588",4438
강서구,2720.힐스테이트에코,202301,"1,801","1,801",3602
강서구,2721.등촌1-10단지 교차로,202301,"2,385","2,379",4764
강서구,2723.마곡 필네이처,202301,"1,623","1,675",3298
강서구,2724.(재)FITI시험연구원,202301,"1,017",813,1830
강서구,2725.서울식물원 식물문화센터,202301,475,362,837
강서구,2727.서울식물원 잔디마당 앞,202301,"1,490","1,758",3248
강서구,2728.마곡나루역 3번 출구,202301,"4,322","4,253",8575
강서구,2729.넥센 유니버시티 앞,202301,904,908,1812
